Tipo de universidad;Comunidad Autónoma;Nacionalidad (regiones);Sexo;Total
Univ. Privadas No Presenciales;Cataluña;EE.UU. y Canadá;Ambos sexos;9
Univ. Privadas No Presenciales;Cataluña;EE.UU. y Canadá;Mujeres;5
Univ. Privadas No Presenciales;Cataluña;EE.UU. y Canadá;Hombres;4
Univ. Privadas No Presenciales;Cataluña;América Latina y Caribe;Ambos sexos;185
Univ. Privadas No Presenciales;Cataluña;América Latina y Caribe;Mujeres;112
Univ. Privadas No Presenciales;Cataluña;América Latina y Caribe;Hombres;73
Univ. Privadas No Presenciales;Cataluña;Norte de África;Ambos sexos;32
Univ. Privadas No Presenciales;Cataluña;Norte de África;Mujeres;19
Univ. Privadas No Presenciales;Cataluña;Norte de África;Hombres;13
Univ. Privadas No Presenciales;Cataluña;Resto de África;Ambos sexos;4
Univ. Privadas No Presenciales;Cataluña;Resto de África;Mujeres;1
Univ. Privadas No Presenciales;Cataluña;Resto de África;Hombres;3
Univ. Privadas No Presenciales;Cataluña;Asia y Oceanía;Ambos sexos;22
Univ. Privadas No Presenciales;Cataluña;Asia y Oceanía;Mujeres;14
Univ. Privadas No Presenciales;Cataluña;Asia y Oceanía;Hombres;8
Univ. Privadas No Presenciales;Comunitat Valenciana;Total;Ambos sexos;732
Univ. Privadas No Presenciales;Comunitat Valenciana;Total;Mujeres;595
Univ. Privadas No Presenciales;Comunitat Valenciana;Total;Hombres;137
Univ. Privadas No Presenciales;Comunitat Valenciana;España;Ambos sexos;708
Univ. Privadas No Presenciales;Comunitat Valenciana;España;Mujeres;576
Univ. Privadas No Presenciales;Comunitat Valenciana;España;Hombres;132
Univ. Privadas No Presenciales;Comunitat Valenciana;Unión Europea (28);Ambos sexos;9
Univ. Privadas No Presenciales;Comunitat Valenciana;Unión Europea (28);Mujeres;7
Univ. Privadas No Presenciales;Comunitat Valenciana;Unión Europea (28);Hombres;2
Univ. Privadas No Presenciales;Comunitat Valenciana;Resto de Europa;Ambos sexos;1
Univ. Privadas No Presenciales;Comunitat Valenciana;Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Comunitat Valenciana;Resto de Europa;Hombres;1
Univ. Privadas No Presenciales;Comunitat Valenciana;EE.UU. y Canadá;Ambos sexos;1
Univ. Privadas No Presenciales;Comunitat Valenciana;EE.UU. y Canadá;Mujeres;1
Univ. Privadas No Presenciales;Comunitat Valenciana;EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Comunitat Valenciana;América Latina y Caribe;Ambos sexos;10
Univ. Privadas No Presenciales;Comunitat Valenciana;América Latina y Caribe;Mujeres;9
Univ. Privadas No Presenciales;Comunitat Valenciana;América Latina y Caribe;Hombres;1
Univ. Privadas No Presenciales;Comunitat Valenciana;Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Comunitat Valenciana;Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Comunitat Valenciana;Norte de África;Hombres;..
Univ. Privadas No Presenciales;Comunitat Valenciana;Resto de África;Ambos sexos;2
Univ. Privadas No Presenciales;Comunitat Valenciana;Resto de África;Mujeres;1
Univ. Privadas No Presenciales;Comunitat Valenciana;Resto de África;Hombres;1
Univ. Privadas No Presenciales;Comunitat Valenciana;Asia y Oceanía;Ambos sexos;1
Univ. Privadas No Presenciales;Comunitat Valenciana;Asia y Oceanía;Mujeres;1
Univ. Privadas No Presenciales;Comunitat Valenciana;Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Estado;Total;Ambos sexos;..
Univ. Privadas No Presenciales;Estado;Total;Mujeres;..
Univ. Privadas No Presenciales;Estado;Total;Hombres;..
Univ. Privadas No Presenciales;Estado;España;Ambos sexos;..
Univ. Privadas No Presenciales;Estado;España;Mujeres;..
Univ. Privadas No Presenciales;Estado;España;Hombres;..
Univ. Privadas No Presenciales;Estado;Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Estado;Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Estado;Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Estado;Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Estado;Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Estado;Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Estado;EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Estado;EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Estado;EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Estado;América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Estado;América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Estado;América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Estado;Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Estado;Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Estado;Norte de África;Hombres;..
Univ. Privadas No Presenciales;Estado;Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Estado;Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Estado;Resto de África;Hombres;..
Univ. Privadas No Presenciales;Estado;Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Estado;Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Estado;Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Extremadura;Total;Ambos sexos;..
Univ. Privadas No Presenciales;Extremadura;Total;Mujeres;..
Univ. Privadas No Presenciales;Extremadura;Total;Hombres;..
Univ. Privadas No Presenciales;Extremadura;España;Ambos sexos;..
Univ. Privadas No Presenciales;Extremadura;España;Mujeres;..
Univ. Privadas No Presenciales;Extremadura;España;Hombres;..
Univ. Privadas No Presenciales;Extremadura;Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Extremadura;Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Extremadura;Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Extremadura;Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Extremadura;Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Extremadura;Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Extremadura;EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Extremadura;EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Extremadura;EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Extremadura;América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Extremadura;América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Extremadura;América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Extremadura;Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Extremadura;Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Extremadura;Norte de África;Hombres;..
Univ. Privadas No Presenciales;Extremadura;Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Extremadura;Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Extremadura;Resto de África;Hombres;..
Univ. Privadas No Presenciales;Extremadura;Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Extremadura;Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Extremadura;Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Galicia;Total;Ambos sexos;..
Univ. Privadas No Presenciales;Galicia;Total;Mujeres;..
Univ. Privadas No Presenciales;Galicia;Total;Hombres;..
Univ. Privadas No Presenciales;Galicia;España;Ambos sexos;..
Univ. Privadas No Presenciales;Galicia;España;Mujeres;..
Univ. Privadas No Presenciales;Galicia;España;Hombres;..
Univ. Privadas No Presenciales;Galicia;Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Galicia;Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Galicia;Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Galicia;Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Galicia;Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Galicia;Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Galicia;EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Galicia;EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Galicia;EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Galicia;América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Galicia;América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Galicia;América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Galicia;Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Galicia;Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Galicia;Norte de África;Hombres;..
Univ. Privadas No Presenciales;Galicia;Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Galicia;Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Galicia;Resto de África;Hombres;..
Univ. Privadas No Presenciales;Galicia;Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Galicia;Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Galicia;Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Madrid (Comunidad de);Total;Ambos sexos;3.165
Univ. Privadas No Presenciales;Madrid (Comunidad de);Total;Mujeres;1.501
Univ. Privadas No Presenciales;Madrid (Comunidad de);Total;Hombres;1.664
Univ. Privadas No Presenciales;Madrid (Comunidad de);España;Ambos sexos;3.084
Univ. Privadas No Presenciales;Madrid (Comunidad de);España;Mujeres;1.451
Univ. Privadas No Presenciales;Madrid (Comunidad de);España;Hombres;1.633
Univ. Privadas No Presenciales;Madrid (Comunidad de);Unión Europea (28);Ambos sexos;38
Univ. Privadas No Presenciales;Madrid (Comunidad de);Unión Europea (28);Mujeres;25
Univ. Privadas No Presenciales;Madrid (Comunidad de);Unión Europea (28);Hombres;13
Univ. Privadas No Presenciales;Madrid (Comunidad de);Resto de Europa;Ambos sexos;4
Univ. Privadas No Presenciales;Madrid (Comunidad de);Resto de Europa;Mujeres;3
Univ. Privadas No Presenciales;Madrid (Comunidad de);Resto de Europa;Hombres;1
Univ. Privadas No Presenciales;Madrid (Comunidad de);EE.UU. y Canadá;Ambos sexos;4
Univ. Privadas No Presenciales;Madrid (Comunidad de);EE.UU. y Canadá;Mujeres;2
Univ. Privadas No Presenciales;Madrid (Comunidad de);EE.UU. y Canadá;Hombres;2
Univ. Privadas No Presenciales;Madrid (Comunidad de);América Latina y Caribe;Ambos sexos;27
Univ. Privadas No Presenciales;Madrid (Comunidad de);América Latina y Caribe;Mujeres;16
Univ. Privadas No Presenciales;Madrid (Comunidad de);América Latina y Caribe;Hombres;11
Univ. Privadas No Presenciales;Madrid (Comunidad de);Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Madrid (Comunidad de);Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Madrid (Comunidad de);Norte de África;Hombres;..
Univ. Privadas No Presenciales;Madrid (Comunidad de);Resto de África;Ambos sexos;7
Univ. Privadas No Presenciales;Madrid (Comunidad de);Resto de África;Mujeres;3
Univ. Privadas No Presenciales;Madrid (Comunidad de);Resto de África;Hombres;4
Univ. Privadas No Presenciales;Madrid (Comunidad de);Asia y Oceanía;Ambos sexos;1
Univ. Privadas No Presenciales;Madrid (Comunidad de);Asia y Oceanía;Mujeres;1
Univ. Privadas No Presenciales;Madrid (Comunidad de);Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Murcia (Región de);Total;Ambos sexos;..
Univ. Privadas No Presenciales;Murcia (Región de);Total;Mujeres;..
Univ. Privadas No Presenciales;Murcia (Región de);Total;Hombres;..
Univ. Privadas No Presenciales;Murcia (Región de);España;Ambos sexos;..
Univ. Privadas No Presenciales;Murcia (Región de);España;Mujeres;..
Univ. Privadas No Presenciales;Murcia (Región de);España;Hombres;..
Univ. Privadas No Presenciales;Murcia (Región de);Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Murcia (Región de);Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Murcia (Región de);Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Murcia (Región de);Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Murcia (Región de);Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Murcia (Región de);Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Murcia (Región de);EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Murcia (Región de);EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Murcia (Región de);EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Murcia (Región de);América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Murcia (Región de);América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Murcia (Región de);América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Murcia (Región de);Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Murcia (Región de);Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Murcia (Región de);Norte de África;Hombres;..
Univ. Privadas No Presenciales;Murcia (Región de);Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Murcia (Región de);Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Murcia (Región de);Resto de África;Hombres;..
Univ. Privadas No Presenciales;Murcia (Región de);Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Murcia (Región de);Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Murcia (Región de);Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Total;Ambos sexos;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Total;Mujeres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Total;Hombres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);España;Ambos sexos;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);España;Mujeres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);España;Hombres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Norte de África;Mujeres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Norte de África;Hombres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Resto de África;Mujeres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Resto de África;Hombres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;Navarra (Comunidad Foral de);Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;País Vasco;Total;Ambos sexos;..
Univ. Privadas No Presenciales;País Vasco;Total;Mujeres;..
Univ. Privadas No Presenciales;País Vasco;Total;Hombres;..
Univ. Privadas No Presenciales;País Vasco;España;Ambos sexos;..
Univ. Privadas No Presenciales;País Vasco;España;Mujeres;..
Univ. Privadas No Presenciales;País Vasco;España;Hombres;..
Univ. Privadas No Presenciales;País Vasco;Unión Europea (28);Ambos sexos;..
Univ. Privadas No Presenciales;País Vasco;Unión Europea (28);Mujeres;..
Univ. Privadas No Presenciales;País Vasco;Unión Europea (28);Hombres;..
Univ. Privadas No Presenciales;País Vasco;Resto de Europa;Ambos sexos;..
Univ. Privadas No Presenciales;País Vasco;Resto de Europa;Mujeres;..
Univ. Privadas No Presenciales;País Vasco;Resto de Europa;Hombres;..
Univ. Privadas No Presenciales;País Vasco;EE.UU. y Canadá;Ambos sexos;..
Univ. Privadas No Presenciales;País Vasco;EE.UU. y Canadá;Mujeres;..
Univ. Privadas No Presenciales;País Vasco;EE.UU. y Canadá;Hombres;..
Univ. Privadas No Presenciales;País Vasco;América Latina y Caribe;Ambos sexos;..
Univ. Privadas No Presenciales;País Vasco;América Latina y Caribe;Mujeres;..
Univ. Privadas No Presenciales;País Vasco;América Latina y Caribe;Hombres;..
Univ. Privadas No Presenciales;País Vasco;Norte de África;Ambos sexos;..
Univ. Privadas No Presenciales;País Vasco;Norte de África;Mujeres;..
Univ. Privadas No Presenciales;País Vasco;Norte de África;Hombres;..
Univ. Privadas No Presenciales;País Vasco;Resto de África;Ambos sexos;..
Univ. Privadas No Presenciales;País Vasco;Resto de África;Mujeres;..
Univ. Privadas No Presenciales;País Vasco;Resto de África;Hombres;..
Univ. Privadas No Presenciales;País Vasco;Asia y Oceanía;Ambos sexos;..
Univ. Privadas No Presenciales;País Vasco;Asia y Oceanía;Mujeres;..
Univ. Privadas No Presenciales;País Vasco;Asia y Oceanía;Hombres;..
Univ. Privadas No Presenciales;Rioja (la);Total;Ambos sexos;10.960
Univ. Privadas No Presenciales;Rioja (la);Total;Mujeres;7.950
Univ. Privadas No Presenciales;Rioja (la);Total;Hombres;3.010
Univ. Privadas No Presenciales;Rioja (la);España;Ambos sexos;10.696
Univ. Privadas No Presenciales;Rioja (la);España;Mujeres;7.764
Univ. Privadas No Presenciales;Rioja (la);España;Hombres;2.932
Univ. Privadas No Presenciales;Rioja (la);Unión Europea (28);Ambos sexos;105
Univ. Privadas No Presenciales;Rioja (la);Unión Europea (28);Mujeres;80
Univ. Privadas No Presenciales;Rioja (la);Unión Europea (28);Hombres;25
Univ. Privadas No Presenciales;Rioja (la);Resto de Europa;Ambos sexos;19
Univ. Privadas No Presenciales;Rioja (la);Resto de Europa;Mujeres;14
Univ. Privadas No Presenciales;Rioja (la);Resto de Europa;Hombres;5
